id,first_name,last_name,birth_date,street,zip_code,city,phone_number,mobile_number,email,news_letter,lng,lat
378,Niklas,Heinen,24.12.1943,B_ttcherstr. 129,91626,Schopfloch,+49985777597883,+491544580864,n.heinen@mail.xyz,ja,10.3054093,49.1204371
379,Lewin,Zell,7.7.1935,Hirseweg 142,25563,F_hrden-Barl,+49419252015920,+491549281073,l.zell@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
380,Tristan,Cramer,28.12.1954,Rottkamp 185,56761,Kaifenheim,+49265397301262,+491551976773,tristan.cramer@mail.xyz,ja,7.226029700000001,50.245635
381,Thies,Schiffer,6.9.1989,Rennbahnstr. 187,94348,Atting,+49942985655233,+491552374142,t.schiffer@mail.xyz,ja,12.4883664,48.8941136
382,Leonardo,Spencer,11.12.1973,Innsbruckweg 8,25337,K_lln-Reisiek,+49412162873401,+491528333730,leonardo.spencer@mail.xyz,ja,-81.63,38.35
383,Janik,Reischl,26.1.1924,Fresnostr. 31,89429,Bachhagel,+49907752258692,+491738045912,j.reischl@mail.xyz,ja,10.3199278,48.6329343
384,Martina,Agrar,19.7.1921,Rottkamp 14,20539,Hamburg,+494099001032,+491553298454,martina.agrar@mail.xyz,ja,10.0437551,53.52671059999999
385,Kristina,Siewert,28.10.1935,Alte Apotheke 137,99089,Erfurt,+4936164413974,+491544432180,kristina.siewert@mail.xyz,ja,11.0137723,50.99772189999999
386,Lucia,Kaya,19.12.1996,W_rthstr. 190,35394,Gieen,+4964128005164,+491552266307,l.kaya@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
387,Leander,Lewis,26.4.1989,Goldregenweg 151,7381,P_neck,+4936479785393,+491788857473,leander.lewis@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
388,Carlotta,Remondis,11.10.1939,Berrischstr. 42,98593,Floh-Seligenthal,+49368320355443,+491552540137,carlotta.remondis@mail.xyz,ja,10.4751444,50.7621785
389,Lya,Goldmann,18.7.1959,Kirchstr. 116,35394,Gieen,+4964162591131,+491522739253,lya.goldmann@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
390,Samantha,Schreiber,8.1.1991,Dammstr. 86a,57537,Selbach,+49274262208374,+491733841304,samantha.schreiber@mail.xyz,ja,8.3402268,48.7810199
391,Frederik,Eden,6.10.1925,Zum Burgschemm 109,21717,Fredenbeck,+49414980575778,+491768274442,frederik.eden@mail.xyz,ja,9.3979698,53.5237498
392,Lorenz,Ulbrich,9.7.1937,Ostmarkstr. 158,14482,Potsdam,+4933147100976,+491582903564,lorenz.ulbrich@mail.xyz,ja,13.1028718,52.3875629
393,Mathies,Wilke,7.1.1933,Dorbaumstr. 26,59555,Lippstadt,+4929414055568,+491526432958,mathies.wilke@mail.xyz,ja,8.3456644,51.6800523
394,Heike,Pohl,16.8.1996,Eifelstr. 148,56479,Neunkirchen,+49266437966239,+491641376435,h.pohl@mail.xyz,ja,7.2255645,49.33919880000001
395,Eileen,Schwinn,8.1.1984,Steinfurter Str. 2,73104,B_rtlingen,+49716147513706,+491539152106,e.schwinn@mail.xyz,ja,-97.50577369999999,35.4718556
396,Mohammed,Dreyer,12.11.1969,Simon-Meister-Str. 22,27419,Tiste,+4942828210860,+491759777636,mohammed.dreyer@mail.xyz,ja,9.5330827,53.28619
397,Leandro,Heinrich,15.10.1920,Kurze Str. 151a,19069,Pingelshagen,+49386769463664,+491701759219,l.heinrich@mail.xyz,ja,11.3376587,53.6829237
398,Connor,Pohl,7.5.1973,Innsbruckweg 170,83342,Tacherting,+4986216123372,+491697020910,connor.pohl@mail.xyz,ja,12.5696388,48.0788033
399,Celine,Michaelis,27.2.1942,Sporckweg 172,77756,Hausach,+49783186346232,+491583695800,celine.michaelis@mail.xyz,ja,8.173237700000001,48.2831877
400,Anton,Breu,13.6.1989,Immelmannstr. 62,76831,Eschbach,+49634150513876,+491771608206,anton.breu@mail.xyz,ja,7.629023300000001,47.8988657
401,Stefan,Demmer,23.7.1980,Mierendorffstr. 43,96352,Wilhelmsthal,+49926060033608,+491753603009,s.demmer@mail.xyz,ja,11.3736171,50.3110636
402,Carolina,Bretz,5.10.1996,Telgenweg 48,18276,Kuhs,+4938433378884,+491645241759,c.bretz@mail.xyz,ja,12.231839,53.8583402
403,Walter,Strobel,13.3.1983,Schubertstr. 71,10551,Berlin,+493063210176,+491666386151,walter.strobel@mail.xyz,ja,13.6207026,52.5091194
404,Philipp,Barber,22.12.1971,Merheimer Str. 186,97980,Bad Mergentheim,+49793163482197,+491688193317,p.barber@mail.xyz,ja,9.7704158,49.488537
405,Ali,Raab,21.2.1947,Widdeshover Weg 18,93152,Nittendorf,+4994043391392,+491792566561,a.raab@mail.xyz,ja,11.9605139,49.0242503
406,Charlotte,Bachmeier,25.9.1934,Dsseldorfer Str. 93,24161,Altenholz,+4943146196755,+491553825073,charlotte.bachmeier@mail.xyz,ja,10.1058989,54.389608
407,Andreas,Lang,6.3.1963,Herdingstr. 188,91341,R_ttenbach,+49919543042696,+491637392118,a.lang@mail.xyz,ja,-118.44,34.28
408,Katarina,Ballmann,10.1.1978,Mnsterstr. 2,67167,Erpolzheim,+49635333053954,+491649824893,k.ballmann@mail.xyz,ja,8.2207558,49.4887899
409,Ulrike,Wise,17.8.1972,Dauvemhle 194,24306,Rathjensdorf,+49452269928226,+491672702894,ulrike.wise@mail.xyz,ja,10.431418,54.1849462
410,Miriam,Barrett,13.3.1945,F_rsterstr. 135,39606,Meseberg,+49393744571506,+491536004535,miriam.barrett@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
411,Kimberly,Ulrich,7.9.1950,Offerk_mpe 71,56865,Schauren,+49654273373064,+491511066924,k.ulrich@mail.xyz,ja,7.2687573,50.0234538
412,Raphael,Bowers,24.10.1955,Im Draum 4,79268,B_tzingen,+49766339037375,+491759284630,r.bowers@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
413,Krista,Huff,23.9.1956,Templerweg 76,54597,Balesfeld,+49655359419634,+491731448311,krista.huff@mail.xyz,ja,6.5307087,50.10494869999999
414,Herta,Bade,6.2.1961,Gartenstr. 126,57584,Scheuerfeld,+49274110776920,+491741559781,herta.bade@mail.xyz,ja,7.8446075,50.7906713
415,Ursula,P_tzold,27.12.1959,Hahnenstr. 122,6842,Dessau,+493405994471,+491775166713,ursula.paetzold@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
416,Luc,Teichert,2.2.1921,Grevener Str. 99,56626,Andernach,+49263293863514,+491781948856,l.teichert@mail.xyz,ja,7.4086636,50.426057
417,Ruth,Warnke,20.11.1995,Am Dornbusch 58,63933,M_nchberg,+49937491821830,+491527388806,r.warnke@mail.xyz,ja,-90.11206960000001,36.5661383
418,Reinhardt,Medina,24.12.1997,Dreilinden 140,55469,Holzbach,+49676175021469,+491789815712,reinhardt.medina@mail.xyz,ja,7.531731600000001,49.95420739999999
419,Willy,Zeller,3.3.1932,Bielefelder Str. 80,54636,Idesheim,+49656194557340,+491576376678,w.zeller@mail.xyz,ja,6.5750611,49.8750991
420,Pauline,T_nnies,9.1.1950,Memmertweg 175,25767,Osterrade,+49483544420508,+491745977946,p.toennies@mail.xyz,ja,9.3526036,54.1878083
421,Jule,Balke,15.11.1975,Rennbahnstr. 51,54662,Speicher,+49656255861655,+491662611593,j.balke@mail.xyz,ja,6.6374691,49.93614050000001
422,Jonah,Buss,23.2.1991,Idenbrockplatz 43,67468,Frankeneck,+49632523810615,+491572046694,jonah.buss@mail.xyz,ja,8.0461865,49.3741052
423,Romy,Obermller,8.1.1924,Herdingstr. 174,55271,Stadecken-Elsheim,+49613620522114,+491791902410,romy.obermueller@mail.xyz,ja,8.1288697,49.9131362
424,Yannic,Reil,21.7.1940,Albachtener Str. 74a,27283,Verden,+49423146349638,+491549083322,yannic.reil@mail.xyz,ja,9.2329647,52.9347982
425,Jonas,Volz,1.1.1956,Friedrichstr. 156,53520,Trierscheid,+49269142892324,+491542252211,jonas.volz@mail.xyz,ja,6.822143,50.3522901
426,Julian,Banks,8.9.1979,Drachterstr. 20,49844,Bawinkel,+49596341821941,+491597374012,j.banks@mail.xyz,ja,7.411482299999999,52.6004532
427,Sophia,Stiller,2.5.1981,Gartenstr. 146,23909,Ratzeburg,+49454195045213,+491764358154,sophia.stiller@mail.xyz,ja,10.7890535,53.69312790000001
428,Dustin,Hagen,12.10.1993,Marsweg 173,67482,Venningen,+4963233461196,+491587866778,d.hagen@mail.xyz,ja,8.211532199999999,49.2856935
429,Laurens,Hofer,22.10.1933,Skagerrakstr. 9,89441,Medlingen,+49907367586163,+491508146607,l.hofer@mail.xyz,ja,10.3333882,48.5768387
430,Christof,Liedtke,15.8.1998,Johann-Krane-Weg 31,44269,Dortmund,+4923111296011,+491583350049,christof.liedtke@mail.xyz,ja,7.5319762,51.4918437
431,Gisela,Nash,21.7.1988,Paul-Engelhard-Weg 174,68259,Mannheim,+4962110068443,+491565752181,gisela.nash@mail.xyz,ja,8.5656076,49.5018122
432,Sofie,Haarmann,3.2.1995,Im Haubenfeld 30,37081,G_ttingen,+4955141468410,+491533682238,s.haarmann@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
433,Petra,Maxwell,5.10.1988,Raesfeldstr. 44,52538,Gangelt,+49245471660076,+491723103604,petra.maxwell@mail.xyz,ja,5.997431,50.9927163
434,Linus,Underwood,11.5.1959,Kleiner Griechenmarkt 103,21516,Schulendorf,+49415585415912,+491515142010,l.underwood@mail.xyz,ja,10.5599436,53.473305
435,Samuel,Kaya,21.9.1961,Wollinstr. 173,56203,H_hr-Grenzhausen,+49262435750944,+491581666980,s.kaya@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
436,Benedict,Ebert,25.6.1943,Hahnenstr. 74,56457,Hergenroth,+49266392176468,+491748384839,b.ebert@mail.xyz,ja,7.9718353,50.5814348
437,Matthias,Ehmann,9.11.1960,Kirchstr. 158,94366,Perasdorf,+49996217630228,+491799901310,matthias.ehmann@mail.xyz,ja,12.8213611,49.0023989
438,Meike,Aumller,17.8.1935,Methweg 127,67826,Hallgarten,+4963625270582,+491566464221,m.aumueller@mail.xyz,ja,7.787614400000001,49.7609647
439,Matteo,Stenzel,18.7.1991,Pankokstr. 143a,55469,Niederkumbd,+49676186520759,+491511602244,matteo.stenzel@mail.xyz,ja,7.535254299999999,50.0122462
440,Holger,Seifried,28.3.1990,Nerzweg 28,78532,Tuttlingen,+49746147091120,+491646917827,h.seifried@mail.xyz,ja,8.8192095,47.98233159999999
441,Anthony,Mai,21.5.1962,Hillscheider Weg 63,40880,Ratingen,+49210269140190,+491795974643,anthony.mai@mail.xyz,ja,6.8152244,51.301145
442,Claus,Mai,8.1.1921,Weienburgstr. 162,33659,Bielefeld,+4952173969465,+491741318167,claus.mai@mail.xyz,ja,8.5170368,51.9576538
443,Nick,B_hm,8.1.1952,Am Oedingteich 90,95509,Marktschorgast,+49922790638599,+491759487103,n.boehm@mail.xyz,ja,11.6574566,50.09381339999999
444,Philipp,Weaver,12.6.1921,Hlsebrockstr. 10,99130,Dannheim,+4936289934700,+491619935203,p.weaver@mail.xyz,ja,-117.1845219,47.0036187
445,Catarina,Grieche,9.4.1941,Offenbergstr. 61,95697,Nagel,+49923656619711,+491791399464,catarina.grieche@mail.xyz,ja,11.9196104,49.9778989
446,Marina,Kirschner,4.8.1937,Lammerbach 77a,54533,Dierfeld,+49657243780158,+491579854790,m.kirschner@mail.xyz,ja,6.8919283,50.0845023
447,Aileen,Welter,27.7.1971,Am Ziegelofen 3a,21514,Fitzen,+49415576737505,+491703852853,a.welter@mail.xyz,ja,10.648169,53.49622
448,Anthony,Meilen,1.6.1937,Birkenweg 172,56821,Ellenz-Poltersdorf,+49267345493566,+491683303030,anthony.meilen@mail.xyz,ja,7.2309853,50.1307303
449,Helena,Hiller,25.8.1940,Mersmannsstiege 140,71069,Maichingen,+49703155135698,+491509162883,h.hiller@mail.xyz,ja,-94.0082563,32.9922739
450,Rieke,Farmer,3.1.1984,Templerweg 95,85662,Hohenbrunn,+49812451922651,+491636160406,r.farmer@mail.xyz,ja,11.7020474,48.0481043
451,Niko,Teubner,10.12.1954,Soester Str. 163,82166,Gr_felfing,+49892772315,+491699442128,niko.teubner@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
452,Karin,Wright,8.12.1951,Catharina-Mller-Str. 125,65623,Netzbach,+49643037918131,+491653530162,k.wright@mail.xyz,ja,8.0945091,50.3161798
453,Leon,Schtz,2.2.1929,Mariendorfer Str. 4,77866,Rheinau,+49784446179028,+491523341637,l.schuetz@mail.xyz,ja,7.9369349,48.6610305
454,Rdiger,Retzlaff,7.3.1980,Beuelsweg 180,78269,Volkertshausen,+49777441417693,+491595670248,ruediger.retzlaff@mail.xyz,ja,8.8648743,47.8220377
455,Chantale,Walther,8.8.1959,Friedrich-Ebert-Str. 52,54636,Idenheim,+4965615579214,+491624358039,chantale.walther@mail.xyz,ja,6.5707336,49.8991477
456,Sofie,Simons,25.8.1996,Maximilianstr. 72,24963,Jerrishoe,+4946385643781,+491553610111,s.simons@mail.xyz,ja,9.3694207,54.656712
457,Ian,Waters,26.5.1952,Bielefelder Str. 45,38315,Gielde,+49533937047277,+491558976413,i.waters@mail.xyz,ja,10.492749,52.0376957
458,Colin,Schaf,17.4.1955,Westenkamp 33a,26169,Friesoythe,+49449173339647,+491682503683,colin.schaf@mail.xyz,ja,7.9239996,53.12056459999999
459,Volker,Kempf,13.1.1994,Kurze Str. 182,26683,Saterland,+49449230911370,+491537262415,v.kempf@mail.xyz,ja,7.624609,53.1128186
460,Aaron,Wacker,11.3.1927,Erikahof 115,50129,Bergheim,+49227120962263,+491749617611,aaron.wacker@mail.xyz,ja,6.703536,50.9768705
461,Michel,Jablonski,3.3.1985,An den Mhlen 186,56598,Hammerstein,+49263576112370,+491608715618,m.jablonski@mail.xyz,ja,7.3484744,50.4790934
462,Jason,Neubert,25.9.1925,Am Dornbusch 148,83556,Griesst_tt,+49803912645620,+491732892911,jason.neubert@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
463,Mathias,Leder,10.8.1970,Josef-Suwelack-Weg 146,25554,Krummendiek,+49482135844514,+491599039023,mathias.leder@mail.xyz,ja,9.4164026,53.94593339999999
464,Benedikt,Caldwell,26.11.1996,Starweg 122,23845,Bhnsdorf,+4945505237112,+491524523452,benedikt.caldwell@mail.xyz,ja,-77.9852853,36.570281
465,Jamie,Carr,12.8.1958,Hoove 134,17237,Klein Vielen,+49398183584981,+491653260552,jamie.carr@mail.xyz,ja,13.0313087,53.4525782
466,Hildegard,Busse,22.5.1981,Manfred-von-Richthofen-Str. 87,53508,Mayscho,+49264382677509,+491669933424,hildegard.busse@mail.xyz,ja,-89.5686271,42.8824665
467,Janik,Raddatz,15.1.1954,Piusstr. 77,33102,Paderborn,+49525189460794,+491685058401,j.raddatz@mail.xyz,ja,8.747207099999999,51.7331315
468,Lyn,Ehrhardt,2.11.1985,Speestr. - 187,7549,Gera,+4936527300767,+491671022607,lyn.ehrhardt@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
469,Mirko,Bertram,10.7.1975,Zur Wiese 16,86500,Kutzenhausen,+49823880327442,+491723560728,mirko.bertram@mail.xyz,ja,10.6947946,48.3415555
470,Isabell,Paul,12.5.1977,Oscar-Wilde-Str. 92,26203,Wardenburg,+49440767914612,+491547149578,i.paul@mail.xyz,ja,8.1991278,53.0580029
471,Fynn,Schlegel,16.5.1974,Breul 46,23715,Bosau,+49452726547160,+491703679060,f.schlegel@mail.xyz,ja,10.430204,54.10659380000001
472,Hartmut,Zacharias,2.4.1964,Dortmunder Str. 104,24256,Fargau-Pratjau,+49430316594121,+491608977241,h.zacharias@mail.xyz,ja,10.4001131,54.3257321
473,Beate,Kammer,16.8.1951,Straburger Weg 131,86836,Klosterlechfeld,+49823265576803,+491593979896,beate.kammer@mail.xyz,ja,10.8300526,48.1589497
474,Astrid,Kirsch,17.2.1971,Rennbahnstr. 85,67591,M_rstadt,+49624361803571,+491569030327,astrid.kirsch@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
475,Dagmar,Burmeister,10.7.1991,Von-der-Tinnen-Str. 109,35767,Breitscheid,+49277781705827,+491576316778,dagmar.burmeister@mail.xyz,ja,8.191173800000001,50.6852268
476,Lion,Koller,16.1.1976,Paul-Engelhard-Weg 140,9337,Hohenstein-Ernstthal,+4937234741281,+491617468701,l.koller@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
477,Silvia,Patterson,22.6.1956,F_rsterstr. 181,27729,Axstedt,+4947483977749,+491697631370,s.patterson@mail.xyz,ja,8.7732158,53.3553702
478,Nick,Christ,26.3.1958,Goldregenweg 63,26723,Emden,+49492189893056,+491636023913,nick.christ@mail.xyz,ja,7.1721227,53.3647296
479,Nina,Hill,13.5.1990,Neiestr. 100,17389,Anklam,+4939712022984,+491542713427,n.hill@mail.xyz,ja,13.6959731,53.8502906
480,Jens,Jacobi,23.6.1964,Rosenplatz 170,17089,Werder,+49396512572965,+491746890168,j.jacobi@mail.xyz,ja,12.9020654,52.3957016
481,Eileen,Bhler,2.3.1945,Papenbusch 13,66917,Biedershausen,+49637536242330,+491626816425,e.buehler@mail.xyz,ja,7.4872493,49.31936959999999
482,Amelie,Chandler,21.10.1972,Willingrott 193,73347,Mhlhausen,+49733539048071,+491532595408,amelie.chandler@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
483,Fenja,Kast,7.12.1992,Marderweg 85,84137,Vilsbiburg,+49874196246992,+491549417504,fenja.kast@mail.xyz,ja,12.3525868,48.45092020000001
484,Sigrid,Gebert,15.12.1927,Breul 197,25746,Ostrohe,+4948161770548,+491696888171,s.gebert@mail.xyz,ja,9.1248044,54.2191775
485,Oscar,Kreis,19.3.1926,Am Krausen Baum 153,29571,Rosche,+49580375135693,+491537647051,oscar.kreis@mail.xyz,ja,10.75,52.98333299999999
486,Isabell,Vollmer,18.7.1944,Theodor-Heuss-Ring 93,23911,Gro Disnack,+4945418353413,+491625975064,isabell.vollmer@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
487,Anika,Wald,19.3.1951,Mariendorfer Str. 119,24802,Emkendorf,+49433088666878,+491633031055,a.wald@mail.xyz,ja,9.841312499999999,54.2638311
488,Hildegard,Marktschreier,11.5.1955,lbergstr. 133,41844,Wegberg,+49243411262143,+491566786984,hildegard.marktschreier@mail.xyz,ja,6.2815922,51.1423399
489,Sigrid,Leng,15.12.1923,lbergstr. 187,64683,Einhausen,+49625166850573,+491743546944,sigrid.leng@mail.xyz,ja,8.5457511,49.6719977
490,Nik,Egger,28.7.1933,Dachsleite 180,56584,Thalhausen,+49263427443218,+491628345661,nik.egger@mail.xyz,ja,7.582264700000001,50.5026168
491,Waldtraut,Hines,11.4.1957,Rohrkampstr. 37,54657,Gindorf,+49656362803528,+491686780073,w.hines@mail.xyz,ja,6.6464202,50.0120078
492,Milena,Breu,6.8.1971,Offerk_mpe 156,38543,Hillerse,+49537399217181,+491703894474,milena.breu@mail.xyz,ja,10.4035498,52.4128595
493,Emelie,Alber,10.7.1934,Studtstr. 128,54666,Irrel,+49652512534650,+491747290514,e.alber@mail.xyz,ja,6.456874,49.8470519
494,Karlotta,R_sch,17.1.1977,Am H_rsterfriedhof 31,44649,Herne,+49232399657996,+491719865599,karlotta.roesch@mail.xyz,ja,7.154747599999999,51.534021
495,Emma,Ochs,8.12.1974,Gartenstr. 189a,54552,Neichen,+49269263398215,+491613456834,emma.ochs@mail.xyz,ja,6.870975899999999,50.2620708
496,Marc,Hielscher,3.2.1939,Geiststr. 94,77770,Durbach,+4978194888063,+491679094229,m.hielscher@mail.xyz,ja,8.0190318,48.4930214
497,Niko,Knorr,5.11.1958,Papenbusch 128,55585,Niederhausen,+49670813524146,+491698054025,n.knorr@mail.xyz,ja,7.7819315,49.80193569999999
498,Annalena,Mahler,2.3.1926,Eifelstr. 178,69234,Dielheim,+49622246773104,+491596426736,annalena.mahler@mail.xyz,ja,8.7354278,49.2832655
499,Jrgen,Kolb,2.9.1994,Hlsebrockstr. 194,38321,Denkte,+49533681684586,+491773020693,juergen.kolb@mail.xyz,ja,10.6127222,52.1449034
500,Jeremy,Rentschler,2.4.1944,Offerk_mpe 138,24782,Bdelsdorf,+49433113942423,+491595047929,jeremy.rentschler@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
501,Marta,Hagemann,15.7.1978,Kreuzstr. 193,56288,Bell,+49676283432913,+491764272086,m.hagemann@mail.xyz,ja,7.221375999999999,50.3535622
502,Elfriede,Lampert,12.6.1941,Avendruper Str. 60,23919,Niendorf,+49454426323413,+491771083746,e.lampert@mail.xyz,ja,10.624257,53.7032993
503,Walter,Jonas,14.8.1924,Im Haubenfeld 80,54349,Trittenheim,+49650722419784,+491671650755,walter.jonas@mail.xyz,ja,6.9187945,49.8175998
504,Sabine,Kahn,14.10.1920,Avendruper Str. 11,54570,Meisburg,+49659277707889,+491662043985,s.kahn@mail.xyz,ja,6.688371999999999,50.109365
505,Ben,Reeves,2.5.1920,An den Weiden 116,97230,Estenfeld,+49930548934041,+491612578781,ben.reeves@mail.xyz,ja,10.005862,49.8291603
506,Jan,Demuth,6.7.1934,Wildpfad 117,63538,Grokrotzenburg,+49618610288638,+491636217363,jan.demuth@mail.xyz,ja,-92.6685736,39.9608932
507,Sabrina,Fuller,10.10.1972,Werkstattstr. 181,7381,Nimritz,+49364756625146,+491659670642,s.fuller@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
508,Carla,Kretschmann,20.5.1990,Stettiner Str. 31a,23749,Grube,+49436410393764,+491697079329,carla.kretschmann@mail.xyz,ja,9.721896899999999,50.6924923
509,Niklas,Br_ndle,26.5.2000,Kriegerweg 9,72770,Reutlingen,+49712117402559,+491712837291,n.braendle@mail.xyz,ja,9.15179,48.4857924
510,Christof,Rathmann,12.8.1940,Rckertstr. 42,71576,Burgstetten,+49719127884336,+491739828670,c.rathmann@mail.xyz,ja,9.3710378,48.92833
511,Niklas,Stoll,23.3.1929,Marderweg 10,34311,Naumburg,+49562596567255,+491571900561,niklas.stoll@mail.xyz,ja,9.167672099999999,51.2482221
512,Chantal,Teubner,9.10.1992,W_rthstr. 167,48153,Mnster,+4925121831653,+491671274189,c.teubner@mail.xyz,ja,-83.35,42.37
513,Georg,Schwindt,5.12.1941,Rektoratsweg 90,31700,Heueren,+49572531909851,+491798746926,g.schwindt@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
514,Kilian,Dehn,12.12.1997,Stolbergstr. 7,53539,Bongard,+49269263294506,+491563704533,k.dehn@mail.xyz,ja,6.8363052,50.2926332
515,Nils,Arge,3.3.1920,Dingb_ngerweg 4,85098,Gromehring,+49840777883228,+491576152912,n.arge@mail.xyz,ja,-112.1405222,33.4368434
516,Daniela,Schad,2.12.1934,Parkallee 135,83416,Saaldorf-Surheim,+49865490503603,+491598977114,d.schad@mail.xyz,ja,12.9602613,47.8738778
517,Tristan,Goetze,25.5.1964,Speestr. - 188,21493,Havekost,+49415177963227,+491547077596,t.goetze@mail.xyz,ja,10.4759498,53.54143060000001
518,Sigrid,Fritsche,8.5.1927,Tondernstr. 133a,27318,Hoyerhagen,+49425153317777,+491672407799,s.fritsche@mail.xyz,ja,9.0778454,52.81453680000001
519,Dennis,Schirmer,19.12.1938,Gropiusstr. 199a,40231,Dsseldorf,+4921113776523,+491523228279,d.schirmer@mail.xyz,ja,-85.6876317,38.2042429
520,Uwe,Weigel,17.1.1974,Telemannstr. 108a,35327,Ulrichstein,+49664534784629,+491619744906,uwe.weigel@mail.xyz,ja,9.1929424,50.5760021
521,Stina,Dick,6.2.1957,Neusser Str. 156a,95466,Kirchenpingarten,+49927833256637,+491702925616,s.dick@mail.xyz,ja,11.784051,49.9210904
522,Yannis,Scheer,21.2.1997,Schtzenstr. 62,23623,Ahrensb_k,+49452594534776,+491586899975,y.scheer@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
523,Kirsten,Heidemann,4.11.1979,Liboristr. 18,70567,Stuttgart,+4971185305189,+491749048505,kirsten.heidemann@mail.xyz,ja,9.1584836,48.7226206
524,Anica,Bauer,24.1.1991,Steinkamp 103,94437,Mamming,+49995576070780,+491656360514,a.bauer@mail.xyz,ja,12.6034219,48.6517008
525,Joerg,Knzel,6.2.1922,Kurze Str. 147,82490,Farchant,+49882150033718,+491534004966,j.kuenzel@mail.xyz,ja,11.1113161,47.52838
526,Karsten,Dahm,12.3.1979,Steinkamp 59,26835,Firrel,+49495044821119,+491788136886,karsten.dahm@mail.xyz,ja,7.6599218,53.3296591
527,Mathies,Curtis,21.9.1924,Hensenstr. 118,7806,Lausnitz,+4936473057086,+491788324462,mathies.curtis@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
528,Emilie,R_sner,15.9.1948,Friedrichstr. 18,76437,Rastatt,+49722238533683,+491606251103,e.roesner@mail.xyz,ja,8.158719999999999,48.85966
529,Ina,Fuller,12.1.1921,Simon-Meister-Str. 200,54634,Metterich,+49656131615244,+491743473866,i.fuller@mail.xyz,ja,7.5749499,50.3539162
530,Nelly,Schanz,5.9.1990,Am Pulverschuppen 33a,17192,Klink,+49399149654206,+491788005961,nelly.schanz@mail.xyz,ja,12.6210697,53.476887
531,Reinhard,Wieland,23.9.1956,Bernhard-Poether-Str. 1,1809,Heidenau,+49352914058988,+491656391776,r.wieland@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
532,Emilie,Bogenschtze,5.10.1936,Im Haubenfeld 188,21706,Drochtersen,+49414357346023,+491733745689,e.bogenschuetze@mail.xyz,ja,9.381992799999999,53.7110615
533,Lara,Maisch,24.2.1928,Innsbruckweg 19,24568,Ntzen,+49419147163697,+491707364310,l.maisch@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
534,Ilse,Otto,28.10.1964,Stettiner Str. 178,79350,Sexau,+49764111263142,+491776507091,i.otto@mail.xyz,ja,7.965624099999999,48.10245
535,Lya,Valdez,4.3.1982,An den Mhlen 7,91154,Roth,+49917119208259,+491736101371,lya.valdez@mail.xyz,ja,11.0911607,49.2456337
536,Nelly,Drews,6.5.1923,Rincklakeweg 92,55777,Fohren-Linden,+4967837734976,+491552824820,nelly.drews@mail.xyz,ja,7.2888081,49.5867914
537,Steven,Hettich,6.6.1983,Rincklakeweg 16,65203,Wiesbaden,+496114147121,+491571049399,s.hettich@mail.xyz,ja,8.231266699999999,50.0408985
538,Joachim,Schweiger,24.3.1948,Desbergweg 39,12681,Marzahn,+493060322673,+491671127239,joachim.schweiger@mail.xyz,ja,13.539811,52.5546409
539,Isabelle,Cruz,28.6.1955,Bnkamp 79,78586,Deilingen,+49742632714663,+491518541272,isabelle.cruz@mail.xyz,ja,8.7852283,48.1742207
540,Walther,Hilbert,4.6.1930,Rincklakeweg 76,92555,Trausnitz,+49965548220397,+491613555407,w.hilbert@mail.xyz,ja,12.2630093,49.5217405
541,Bj_rn,Sailer,22.1.1931,Angelmodder Weg 149,45130,Essen,+4920189630069,+491575959787,b.sailer@mail.xyz,ja,7.011142,51.4384291
542,Anja,Bruder,3.6.1990,Speestr. - 114,25782,Westerborstel,+49483810306189,+491615650940,anja.bruder@mail.xyz,ja,9.2617278,54.2199068
543,Mira,Janssen,7.8.1985,Teutonenstr. 102,37085,G_ttingen,+4955174795174,+491715332558,m.janssen@mail.xyz,ja,-86.2767995,35.9665237
544,Petra,Blair,21.5.1992,An den Mhlen 185,58135,Hagen,+49233136597784,+491566968191,petra.blair@mail.xyz,ja,7.426324600000001,51.3376396
